impl,array_size,num_process,seconds
custom_bcast,16384,1,1e-06
MPI_Bcast,16384,1,1e-06
custom_bcast,16384,1,1e-06
MPI_Bcast,16384,1,1e-06
custom_bcast,16384,1,1.2e-05
MPI_Bcast,16384,1,1e-06
custom_bcast,16384,1,1e-06
MPI_Bcast,16384,1,1e-06
custom_bcast,16384,1,1e-06
MPI_Bcast,16384,1,1e-06
custom_bcast,16384,1,1e-06
MPI_Bcast,16384,1,1e-06
custom_bcast,16384,1,1e-06
MPI_Bcast,16384,1,1e-06
custom_bcast,16384,1,1e-06
MPI_Bcast,16384,1,1e-06
custom_bcast,16384,1,1e-06
MPI_Bcast,16384,1,1e-06
custom_bcast,16384,1,1e-06
MPI_Bcast,16384,1,1e-06
custom_bcast,16384,1,1e-06
MPI_Bcast,16384,2,0.000117
custom_bcast,16384,2,8.8e-05
MPI_Bcast,16384,2,8.5e-05
custom_bcast,16384,2,7.9e-05
MPI_Bcast,16384,2,8.7e-05
custom_bcast,16384,2,8.8e-05
MPI_Bcast,16384,2,8.9e-05
custom_bcast,16384,2,8.3e-05
MPI_Bcast,16384,2,8.7e-05
custom_bcast,16384,2,8.5e-05
MPI_Bcast,16384,2,0.00014
custom_bcast,16384,2,8.5e-05
MPI_Bcast,16384,2,8.9e-05
custom_bcast,16384,2,8.4e-05
MPI_Bcast,16384,2,9.1e-05
custom_bcast,16384,2,8.1e-05
MPI_Bcast,16384,2,0.000124
custom_bcast,16384,2,8.2e-05
MPI_Bcast,16384,2,0.000104
custom_bcast,16384,2,0.000111
MPI_Bcast,16384,2,9.5e-05
custom_bcast,16384,2,9e-05
MPI_Bcast,16384,2,8.8e-05
custom_bcast,16384,2,7.9e-05
MPI_Bcast,16384,2,8.5e-05
custom_bcast,16384,2,8.3e-05
MPI_Bcast,16384,2,0.000117
custom_bcast,16384,2,0.000207
MPI_Bcast,16384,2,9.6e-05
custom_bcast,16384,2,8.9e-05
MPI_Bcast,16384,2,8.6e-05
custom_bcast,16384,2,8.1e-05
MPI_Bcast,16384,2,9e-05
custom_bcast,16384,2,7.8e-05
MPI_Bcast,16384,2,8.9e-05
custom_bcast,16384,2,0.000108
MPI_Bcast,16384,2,9.1e-05
custom_bcast,16384,2,8.3e-05
MPI_Bcast,16384,2,0.000102
custom_bcast,16384,2,7.8e-05
MPI_Bcast,16384,2,9.5e-05
custom_bcast,16384,2,8.2e-05
MPI_Bcast,16384,2,0.000105
custom_bcast,16384,2,8.9e-05
MPI_Bcast,16384,2,9.7e-05
custom_bcast,16384,2,8.6e-05
MPI_Bcast,16384,2,8.8e-05
custom_bcast,16384,2,8.7e-05
MPI_Bcast,16384,2,0.00011
custom_bcast,16384,2,8.8e-05
MPI_Bcast,16384,2,0.000133
custom_bcast,16384,2,8.8e-05
MPI_Bcast,16384,2,0.000106
custom_bcast,16384,2,7.8e-05
MPI_Bcast,16384,2,0.00011
custom_bcast,16384,2,0.000153
MPI_Bcast,16384,2,0.000128
custom_bcast,16384,2,8.6e-05
MPI_Bcast,16384,2,9e-05
custom_bcast,16384,2,0.000155
MPI_Bcast,16384,4,0.00015
custom_bcast,16384,4,0.000372
MPI_Bcast,16384,4,0.000132
custom_bcast,16384,4,0.00046
MPI_Bcast,16384,4,0.000967
custom_bcast,16384,4,0.000275
MPI_Bcast,16384,4,0.000159
custom_bcast,16384,4,0.000283
MPI_Bcast,16384,4,0.000137
custom_bcast,16384,4,0.00027
MPI_Bcast,16384,4,0.000139
custom_bcast,16384,4,0.005246
MPI_Bcast,16384,4,0.000334
custom_bcast,16384,4,0.000355
MPI_Bcast,16384,4,0.000156
custom_bcast,16384,4,0.0003
MPI_Bcast,16384,4,0.000401
custom_bcast,16384,4,0.000228
MPI_Bcast,16384,4,0.00016
custom_bcast,16384,4,0.000718
MPI_Bcast,16384,4,0.000142
custom_bcast,16384,4,0.000295
MPI_Bcast,16384,4,0.001201
custom_bcast,16384,4,0.000276
MPI_Bcast,16384,4,0.000141
custom_bcast,16384,4,0.000274
MPI_Bcast,16384,4,0.000142
custom_bcast,16384,4,0.000338
MPI_Bcast,16384,4,0.000164
custom_bcast,16384,4,0.000264
MPI_Bcast,16384,4,0.005776
custom_bcast,16384,4,0.000281
MPI_Bcast,16384,4,0.000293
custom_bcast,16384,4,0.000269
MPI_Bcast,16384,4,0.000138
custom_bcast,16384,4,0.000315
MPI_Bcast,16384,4,0.000141
custom_bcast,16384,4,0.000295
MPI_Bcast,16384,4,0.000179
custom_bcast,16384,4,0.000297
MPI_Bcast,16384,4,0.000229
custom_bcast,16384,4,0.000315
MPI_Bcast,16384,4,0.000146
custom_bcast,16384,4,0.000321
MPI_Bcast,16384,4,0.000151
custom_bcast,16384,4,0.000292
MPI_Bcast,16384,4,0.000147
custom_bcast,16384,4,0.000258
MPI_Bcast,16384,4,0.000151
custom_bcast,16384,4,0.000273
MPI_Bcast,16384,4,0.000189
custom_bcast,16384,4,0.000279
MPI_Bcast,16384,4,0.000229
custom_bcast,16384,4,0.000395
MPI_Bcast,16384,4,0.000146
custom_bcast,16384,4,0.000262
MPI_Bcast,16384,4,0.000135
custom_bcast,16384,4,0.000318
MPI_Bcast,16384,4,0.000142
custom_bcast,16384,4,0.00029
MPI_Bcast,16384,8,0.017387
custom_bcast,16384,8,0.004951
MPI_Bcast,16384,8,0.013406
custom_bcast,16384,8,0.000857
MPI_Bcast,16384,8,0.003445
custom_bcast,16384,8,0.001153
MPI_Bcast,16384,8,0.000601
custom_bcast,16384,8,0.016037
MPI_Bcast,16384,8,0.000483
custom_bcast,16384,8,0.001256
MPI_Bcast,16384,8,0.003295
custom_bcast,16384,8,0.001121
MPI_Bcast,16384,8,0.000499
custom_bcast,16384,8,0.001525
MPI_Bcast,16384,8,0.000393
custom_bcast,16384,8,0.001188
MPI_Bcast,16384,8,0.000918
custom_bcast,16384,8,0.001544
MPI_Bcast,16384,8,0.001772
custom_bcast,16384,8,0.001004
MPI_Bcast,16384,8,0.000277
custom_bcast,16384,8,0.001109
MPI_Bcast,16384,8,0.000717
custom_bcast,16384,8,0.000856
MPI_Bcast,16384,8,0.003641
custom_bcast,16384,8,0.001011
MPI_Bcast,16384,8,0.000531
custom_bcast,16384,8,0.001331
MPI_Bcast,16384,8,0.000969
custom_bcast,16384,8,0.000744
MPI_Bcast,16384,8,0.000596
custom_bcast,16384,8,0.001152
MPI_Bcast,16384,8,0.000518
custom_bcast,16384,8,0.001098
MPI_Bcast,16384,8,0.000633
custom_bcast,16384,8,0.014906
MPI_Bcast,16384,8,0.004422
custom_bcast,16384,8,0.002059
MPI_Bcast,16384,8,0.000687
custom_bcast,16384,8,0.00198
MPI_Bcast,16384,8,0.000539
custom_bcast,16384,8,0.001272
MPI_Bcast,16384,8,0.000692
custom_bcast,16384,8,0.001228
MPI_Bcast,16384,8,0.000718
custom_bcast,16384,8,0.00264
MPI_Bcast,16384,8,0.003649
custom_bcast,16384,8,0.001536
MPI_Bcast,16384,8,0.012454
custom_bcast,16384,8,0.001054
MPI_Bcast,16384,8,0.011928
custom_bcast,16384,8,0.000837
MPI_Bcast,16384,8,0.003151
custom_bcast,16384,8,0.002999
MPI_Bcast,16384,8,0.000848
custom_bcast,16384,8,0.001325
MPI_Bcast,16384,8,0.000499
custom_bcast,16384,8,0.00158
MPI_Bcast,16384,8,0.000632
custom_bcast,16384,8,0.001549
MPI_Bcast,16384,16,0.001301
custom_bcast,16384,16,0.003036
MPI_Bcast,16384,16,0.001349
custom_bcast,16384,16,0.002817
MPI_Bcast,16384,16,0.00096
custom_bcast,16384,16,0.010503
MPI_Bcast,16384,16,0.036396
custom_bcast,16384,16,0.003511
MPI_Bcast,16384,16,0.001932
custom_bcast,16384,16,0.004651
MPI_Bcast,16384,16,0.00134
custom_bcast,16384,16,0.006005
MPI_Bcast,16384,16,0.002933
custom_bcast,16384,16,0.002672
MPI_Bcast,16384,16,0.002587
custom_bcast,16384,16,0.007053
MPI_Bcast,16384,16,0.002576
custom_bcast,16384,16,0.005532
MPI_Bcast,16384,16,0.004657
custom_bcast,16384,16,0.011027
MPI_Bcast,16384,16,0.000835
custom_bcast,16384,16,0.002184
MPI_Bcast,16384,16,0.003657
custom_bcast,16384,16,0.00236
MPI_Bcast,16384,16,0.001585
custom_bcast,16384,16,0.002621
MPI_Bcast,16384,16,0.00131
custom_bcast,16384,16,0.003106
MPI_Bcast,16384,16,0.001096
custom_bcast,16384,16,0.017245
MPI_Bcast,16384,16,0.00222
custom_bcast,16384,16,0.003678
MPI_Bcast,16384,16,0.010377
custom_bcast,16384,16,0.003687
MPI_Bcast,16384,16,0.000911
custom_bcast,16384,16,0.004586
MPI_Bcast,16384,16,0.00131
custom_bcast,16384,16,0.028612
MPI_Bcast,16384,16,0.02085
custom_bcast,16384,16,0.002749
MPI_Bcast,16384,16,0.001359
custom_bcast,16384,16,0.00255
MPI_Bcast,16384,16,0.001508
custom_bcast,16384,16,0.003385
MPI_Bcast,16384,16,0.001228
custom_bcast,16384,16,0.038184
MPI_Bcast,16384,16,0.001382
custom_bcast,16384,16,0.002507
MPI_Bcast,16384,16,0.002448
custom_bcast,16384,16,0.002627
MPI_Bcast,16384,16,0.003388
custom_bcast,16384,16,0.00302
MPI_Bcast,16384,16,0.017538
custom_bcast,16384,16,0.002476
MPI_Bcast,16384,16,0.001078
custom_bcast,16384,16,0.016046
MPI_Bcast,16384,16,0.001618
custom_bcast,16384,16,0.003203
MPI_Bcast,16384,16,0.001301
custom_bcast,16384,16,0.004677
MPI_Bcast,16384,32,0.005334
custom_bcast,16384,32,0.013613
MPI_Bcast,16384,32,0.003276
custom_bcast,16384,32,0.00732
MPI_Bcast,16384,32,0.003222
custom_bcast,16384,32,0.006907
MPI_Bcast,16384,32,0.002909
custom_bcast,16384,32,0.015892
MPI_Bcast,16384,32,0.00249
custom_bcast,16384,32,0.027217
MPI_Bcast,16384,32,0.004074
custom_bcast,16384,32,0.008793
MPI_Bcast,16384,32,0.004984
custom_bcast,16384,32,0.011532
MPI_Bcast,16384,32,0.006042
custom_bcast,16384,32,0.010685
MPI_Bcast,16384,32,0.004211
custom_bcast,16384,32,0.016605
MPI_Bcast,16384,32,0.003643
custom_bcast,16384,32,0.01623
MPI_Bcast,16384,32,0.005848
custom_bcast,16384,32,0.02829
MPI_Bcast,16384,32,0.003464
custom_bcast,16384,32,0.008799
MPI_Bcast,16384,32,0.004063
custom_bcast,16384,32,0.006906
MPI_Bcast,16384,32,0.004461
custom_bcast,16384,32,0.009216
MPI_Bcast,16384,32,0.003274
custom_bcast,16384,32,0.008434
MPI_Bcast,16384,32,0.005359
custom_bcast,16384,32,0.008852
MPI_Bcast,16384,32,0.017428
custom_bcast,16384,32,0.019361
MPI_Bcast,16384,32,0.002949
custom_bcast,16384,32,0.014656
MPI_Bcast,16384,32,0.020848
custom_bcast,16384,32,0.014715
MPI_Bcast,16384,32,0.0037
custom_bcast,16384,32,0.009123
MPI_Bcast,16384,32,0.003878
custom_bcast,16384,32,0.008826
MPI_Bcast,16384,32,0.008058
custom_bcast,16384,32,0.008056
MPI_Bcast,16384,32,0.009978
custom_bcast,16384,32,0.008774
MPI_Bcast,16384,32,0.00325
custom_bcast,16384,32,0.014899
MPI_Bcast,16384,32,0.006054
custom_bcast,16384,32,0.037493
MPI_Bcast,16384,32,0.006999
custom_bcast,16384,32,0.006371
MPI_Bcast,16384,32,0.00762
custom_bcast,16384,32,0.009666
MPI_Bcast,16384,32,0.012836
custom_bcast,16384,32,0.014655
MPI_Bcast,16384,32,0.006037
custom_bcast,16384,32,0.007689
MPI_Bcast,16384,32,0.003992
custom_bcast,16384,32,0.009643
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,7e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,7e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,1e-06
MPI_Bcast,32768,1,1e-06
custom_bcast,32768,1,7e-06
MPI_Bcast,32768,2,0.000202
custom_bcast,32768,2,0.000127
MPI_Bcast,32768,2,0.000123
custom_bcast,32768,2,0.000115
MPI_Bcast,32768,2,0.000176
custom_bcast,32768,2,0.000161
MPI_Bcast,32768,2,0.000124
custom_bcast,32768,2,0.000125
MPI_Bcast,32768,2,0.000123
custom_bcast,32768,2,0.000124
MPI_Bcast,32768,2,0.000118
custom_bcast,32768,2,0.000139
MPI_Bcast,32768,2,0.000148
custom_bcast,32768,2,0.000126
MPI_Bcast,32768,2,0.00012
custom_bcast,32768,2,0.000112
MPI_Bcast,32768,2,0.000136
custom_bcast,32768,2,0.000119
MPI_Bcast,32768,2,0.000131
custom_bcast,32768,2,0.000121
MPI_Bcast,32768,2,0.000125
custom_bcast,32768,2,0.000113
MPI_Bcast,32768,2,0.000181
custom_bcast,32768,2,0.000122
MPI_Bcast,32768,2,0.000127
custom_bcast,32768,2,0.000135
MPI_Bcast,32768,2,0.000132
custom_bcast,32768,2,0.000151
MPI_Bcast,32768,2,0.000119
custom_bcast,32768,2,0.000326
MPI_Bcast,32768,2,0.000164
custom_bcast,32768,2,0.000123
MPI_Bcast,32768,2,0.000129
custom_bcast,32768,2,0.000123
MPI_Bcast,32768,2,0.000127
custom_bcast,32768,2,0.000178
MPI_Bcast,32768,2,0.000123
custom_bcast,32768,2,0.000125
MPI_Bcast,32768,2,0.000126
custom_bcast,32768,2,0.000121
MPI_Bcast,32768,2,0.000307
custom_bcast,32768,2,0.000117
MPI_Bcast,32768,2,0.000122
custom_bcast,32768,2,0.000132
MPI_Bcast,32768,2,0.000129
custom_bcast,32768,2,0.000123
MPI_Bcast,32768,2,0.000133
custom_bcast,32768,2,0.000223
MPI_Bcast,32768,2,0.00012
custom_bcast,32768,2,0.000123
MPI_Bcast,32768,2,0.00012
custom_bcast,32768,2,0.000139
MPI_Bcast,32768,2,0.000118
custom_bcast,32768,2,0.000111
MPI_Bcast,32768,2,0.000121
custom_bcast,32768,2,0.000192
MPI_Bcast,32768,2,0.00018
custom_bcast,32768,2,0.00012
MPI_Bcast,32768,2,0.000222
custom_bcast,32768,2,0.000114
MPI_Bcast,32768,4,0.000214
custom_bcast,32768,4,0.000461
MPI_Bcast,32768,4,0.00021
custom_bcast,32768,4,0.00044
MPI_Bcast,32768,4,0.000341
custom_bcast,32768,4,0.000443
MPI_Bcast,32768,4,0.001708
custom_bcast,32768,4,0.000371
MPI_Bcast,32768,4,0.000208
custom_bcast,32768,4,0.000524
MPI_Bcast,32768,4,0.000258
custom_bcast,32768,4,0.000443
MPI_Bcast,32768,4,0.000212
custom_bcast,32768,4,0.000441
MPI_Bcast,32768,4,0.000214
custom_bcast,32768,4,0.000675
MPI_Bcast,32768,4,0.000242
custom_bcast,32768,4,0.013093
MPI_Bcast,32768,4,0.000241
custom_bcast,32768,4,0.000447
MPI_Bcast,32768,4,0.000217
custom_bcast,32768,4,0.000399
MPI_Bcast,32768,4,0.000202
custom_bcast,32768,4,0.000576
MPI_Bcast,32768,4,0.000216
custom_bcast,32768,4,0.000442
MPI_Bcast,32768,4,0.001092
custom_bcast,32768,4,0.000468
MPI_Bcast,32768,4,0.000214
custom_bcast,32768,4,0.000414
MPI_Bcast,32768,4,0.000203
custom_bcast,32768,4,0.000448
MPI_Bcast,32768,4,0.000367
custom_bcast,32768,4,0.000435
MPI_Bcast,32768,4,0.000221
custom_bcast,32768,4,0.000439
MPI_Bcast,32768,4,0.000217
custom_bcast,32768,4,0.000454
MPI_Bcast,32768,4,0.000221
custom_bcast,32768,4,0.000385
MPI_Bcast,32768,4,0.00035
custom_bcast,32768,4,0.000458
MPI_Bcast,32768,4,0.000204
custom_bcast,32768,4,0.00045
MPI_Bcast,32768,4,0.00023
custom_bcast,32768,4,0.000823
MPI_Bcast,32768,4,0.00024
custom_bcast,32768,4,0.000466
MPI_Bcast,32768,4,0.000227
custom_bcast,32768,4,0.000416
MPI_Bcast,32768,4,0.000346
custom_bcast,32768,4,0.000479
MPI_Bcast,32768,4,0.000528
custom_bcast,32768,4,0.000433
MPI_Bcast,32768,4,0.000214
custom_bcast,32768,4,0.000464
MPI_Bcast,32768,4,0.00022
custom_bcast,32768,4,0.00044
MPI_Bcast,32768,4,0.000219
custom_bcast,32768,4,0.000438
MPI_Bcast,32768,8,0.000685
custom_bcast,32768,8,0.001193
MPI_Bcast,32768,8,0.000986
custom_bcast,32768,8,0.001657
MPI_Bcast,32768,8,0.000853
custom_bcast,32768,8,0.014322
MPI_Bcast,32768,8,0.000536
custom_bcast,32768,8,0.001611
MPI_Bcast,32768,8,0.001236
custom_bcast,32768,8,0.007704
MPI_Bcast,32768,8,0.000927
custom_bcast,32768,8,0.001623
MPI_Bcast,32768,8,0.00057
custom_bcast,32768,8,0.004406
MPI_Bcast,32768,8,0.000711
custom_bcast,32768,8,0.001873
MPI_Bcast,32768,8,0.001107
custom_bcast,32768,8,0.00122
MPI_Bcast,32768,8,0.000974
custom_bcast,32768,8,0.005574
MPI_Bcast,32768,8,0.000532
custom_bcast,32768,8,0.001259
MPI_Bcast,32768,8,0.000774
custom_bcast,32768,8,0.001526
MPI_Bcast,32768,8,0.001009
custom_bcast,32768,8,0.001348
MPI_Bcast,32768,8,0.001624
custom_bcast,32768,8,0.001239
MPI_Bcast,32768,8,0.000912
custom_bcast,32768,8,0.001734
MPI_Bcast,32768,8,0.003325
custom_bcast,32768,8,0.00211
MPI_Bcast,32768,8,0.000645
custom_bcast,32768,8,0.001355
MPI_Bcast,32768,8,0.000793
custom_bcast,32768,8,0.00546
MPI_Bcast,32768,8,0.000564
custom_bcast,32768,8,0.001379
MPI_Bcast,32768,8,0.000814
custom_bcast,32768,8,0.001327
MPI_Bcast,32768,8,0.001856
custom_bcast,32768,8,0.00152
MPI_Bcast,32768,8,0.004851
custom_bcast,32768,8,0.00112
MPI_Bcast,32768,8,0.000827
custom_bcast,32768,8,0.002906
MPI_Bcast,32768,8,0.000609
custom_bcast,32768,8,0.001249
MPI_Bcast,32768,8,0.001102
custom_bcast,32768,8,0.001254
MPI_Bcast,32768,8,0.000619
custom_bcast,32768,8,0.001284
MPI_Bcast,32768,8,0.001499
custom_bcast,32768,8,0.002288
MPI_Bcast,32768,8,0.01847
custom_bcast,32768,8,0.00121
MPI_Bcast,32768,8,0.000817
custom_bcast,32768,8,0.001161
MPI_Bcast,32768,8,0.001047
custom_bcast,32768,8,0.001179
MPI_Bcast,32768,16,0.002179
custom_bcast,32768,16,0.004234
MPI_Bcast,32768,16,0.001754
custom_bcast,32768,16,0.00356
MPI_Bcast,32768,16,0.009773
custom_bcast,32768,16,0.006124
MPI_Bcast,32768,16,0.002411
custom_bcast,32768,16,0.003869
MPI_Bcast,32768,16,0.002509
custom_bcast,32768,16,0.005807
MPI_Bcast,32768,16,0.003997
custom_bcast,32768,16,0.007455
MPI_Bcast,32768,16,0.00182
custom_bcast,32768,16,0.012389
MPI_Bcast,32768,16,0.002315
custom_bcast,32768,16,0.004918
MPI_Bcast,32768,16,0.002593
custom_bcast,32768,16,0.007522
MPI_Bcast,32768,16,0.005358
custom_bcast,32768,16,0.023357
MPI_Bcast,32768,16,0.002123
custom_bcast,32768,16,0.004111
MPI_Bcast,32768,16,0.006472
custom_bcast,32768,16,0.003725
MPI_Bcast,32768,16,0.001198
custom_bcast,32768,16,0.005583
MPI_Bcast,32768,16,0.002441
custom_bcast,32768,16,0.004547
MPI_Bcast,32768,16,0.003369
custom_bcast,32768,16,0.003937
MPI_Bcast,32768,16,0.003396
custom_bcast,32768,16,0.003421
MPI_Bcast,32768,16,0.001649
custom_bcast,32768,16,0.00546
MPI_Bcast,32768,16,0.001781
custom_bcast,32768,16,0.003775
MPI_Bcast,32768,16,0.010113
custom_bcast,32768,16,0.004718
MPI_Bcast,32768,16,0.00251
custom_bcast,32768,16,0.003151
MPI_Bcast,32768,16,0.003022
custom_bcast,32768,16,0.022731
MPI_Bcast,32768,16,0.00284
custom_bcast,32768,16,0.009228
MPI_Bcast,32768,16,0.002336
custom_bcast,32768,16,0.005021
MPI_Bcast,32768,16,0.004625
custom_bcast,32768,16,0.006621
MPI_Bcast,32768,16,0.011278
custom_bcast,32768,16,0.003879
MPI_Bcast,32768,16,0.001991
custom_bcast,32768,16,0.008536
MPI_Bcast,32768,16,0.003308
custom_bcast,32768,16,0.003282
MPI_Bcast,32768,16,0.002018
custom_bcast,32768,16,0.007768
MPI_Bcast,32768,16,0.003845
custom_bcast,32768,16,0.004247
MPI_Bcast,32768,16,0.00161
custom_bcast,32768,16,0.003802
MPI_Bcast,32768,32,0.004492
custom_bcast,32768,32,0.009963
MPI_Bcast,32768,32,0.013811
custom_bcast,32768,32,0.012895
MPI_Bcast,32768,32,0.006874
custom_bcast,32768,32,0.017358
MPI_Bcast,32768,32,0.005272
custom_bcast,32768,32,0.011778
MPI_Bcast,32768,32,0.005894
custom_bcast,32768,32,0.008933
MPI_Bcast,32768,32,0.014908
custom_bcast,32768,32,0.016162
MPI_Bcast,32768,32,0.00437
custom_bcast,32768,32,0.010872
MPI_Bcast,32768,32,0.006498
custom_bcast,32768,32,0.012764
MPI_Bcast,32768,32,0.007241
custom_bcast,32768,32,0.011658
MPI_Bcast,32768,32,0.003323
custom_bcast,32768,32,0.013531
MPI_Bcast,32768,32,0.012505
custom_bcast,32768,32,0.015739
MPI_Bcast,32768,32,0.005916
custom_bcast,32768,32,0.013836
MPI_Bcast,32768,32,0.008125
custom_bcast,32768,32,0.009089
MPI_Bcast,32768,32,0.004279
custom_bcast,32768,32,0.014711
MPI_Bcast,32768,32,0.004433
custom_bcast,32768,32,0.026415
MPI_Bcast,32768,32,0.004843
custom_bcast,32768,32,0.016112
MPI_Bcast,32768,32,0.00334
custom_bcast,32768,32,0.036281
MPI_Bcast,32768,32,0.002769
custom_bcast,32768,32,0.017368
MPI_Bcast,32768,32,0.007241
custom_bcast,32768,32,0.012022
MPI_Bcast,32768,32,0.005365
custom_bcast,32768,32,0.011901
MPI_Bcast,32768,32,0.004183
custom_bcast,32768,32,0.011905
MPI_Bcast,32768,32,0.005681
custom_bcast,32768,32,0.013585
MPI_Bcast,32768,32,0.004536
custom_bcast,32768,32,0.010898
MPI_Bcast,32768,32,0.005364
custom_bcast,32768,32,0.01089
MPI_Bcast,32768,32,0.006218
custom_bcast,32768,32,0.012544
MPI_Bcast,32768,32,0.03483
custom_bcast,32768,32,0.023476
MPI_Bcast,32768,32,0.004951
custom_bcast,32768,32,0.010592
MPI_Bcast,32768,32,0.002978
custom_bcast,32768,32,0.017841
MPI_Bcast,32768,32,0.004911
custom_bcast,32768,32,0.010973
MPI_Bcast,32768,32,0.013291
custom_bcast,32768,32,0.013711
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,1e-06
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,6e-06
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,1e-06
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,1e-06
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,1e-06
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,1e-06
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,1e-06
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,1e-06
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,1e-06
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,1e-06
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,1e-06
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,1e-06
MPI_Bcast,65536,1,1e-06
custom_bcast,65536,1,4e-06
MPI_Bcast,65536,1,1e-06
